mds_code,bookid,title,description
609,414416,The Evolution of Technology,"This book presents an evolutionary theory of technological change based upon recent scholarship in the history of technology and upon relevant material drawn from economic history and anthropology. It challenges the popular notion that technology advances by the efforts of a few heroic individuals who produce a series of revolutionary inventions owing little or nothing to the technological past. Therefore, the book's argument is shaped by analogies taken selectively from the theory of organic evolution, and not from the theory and practice of political revolution. Three themes appear, and reappear with variations, throughout the study. The first is diversity: an acknowledgment of the vast numbers of different kinds of made things (artifacts) that have long been available to humanity; the second is necessity: the belief that humans are driven to invent new artifacts in order to meet basic biological requirements such as food, shelter, and defense; and the third is technological evolution: an organic analogy that explains both the emergence of novel artifacts and their subsequent selection by society for incorporation into its material life without invoking either biological necessity or technological progress. Although the book is not intended to provide a strict chronological account of the development of technology, historical examples - including many of the major achievements of Western technology: the waterwheel, the printing press, the steam engine, automobiles and trucks, and the transistor - are used extensively to support its theoretical framework. The Evolution of Techology will be of interest to all readers seeking to learn how and why technology changes, including both students and specialists in the history of technology and science."
609,4450330,"The Greatest Inventions of the Past 2,000 Years",Presents answers from approximately one hundred of the world's foremost scientific and creative thinkers to the question of what they believe is the greatest invention of the past two thousand years and why.
609,448250,American Genesis: A Century of Invention and Technological Enthusiasm,"The book that helped earn Thomas P. Hughes his reputation as one of the foremost historians of technology of our age and a finalist for the Pulitzer Prize in 1990, American Genesis tells the sweeping story of America's technological revolution. Unlike other histories of technology, which focus on particular inventions like the light bulb or the automobile, American Genesis makes these inventions characters in a broad chronicle, both shaped by and shaping a culture. By weaving scientific and technological advancement into other cultural trends, Hughes demonstrates here the myriad ways in which the two are inexorably linked, and in a new preface, he recounts his earlier missteps in predicting the future of technology and follows its move into the information age."
609,453865,"Machines as the Measure of Men: Science, Technology, and Ideologies of Western Dominance (Cornell Studies in Comparative History)","Over the past five centuries, advances in Western understanding of and control over the material world have strongly influenced European responses to non-Western peoples and cultures. In Machines as the Measure of Men, Michael Adas explores the ways in which European perceptions of their scientific and technological superiority shaped their interactions with people overseas. Adopting a broad, comparative perspective, he analyzes European responses to the cultures of sub-Saharan Africa, India, and China, cultures that they judged to represent lower levels of material mastery and social organization. Beginning with the early decades of overseas expansion in the sixteenth century, Adas traces the impact of scientific and technological advances on European attitudes toward Asians and Africans and on their policies for dealing with colonized societies. He concentrates on British and French thinking in the nineteenth century, when, he maintains, scientific and technological measures of human worth played a critical role in shaping arguments for the notion of racial supremacy and the ""civilizing mission"" ideology which were used to justify Europe's domination of the globe. Finally, he examines the reasons why many Europeans grew dissatisfied with and even rejected this gauge of human worth after World War I, and explains why it has remained important to Americans. Showing how the scientific and industrial revolutions contributed to the development of European imperialist ideologies, Machines as the Measure of Men highlights the cultural factors that have nurtured disdain for non-Western accomplishments and value systems. It also indicates how these attitudes, in shaping policies that restricted the diffusion of scientific knowledge, have perpetuated themselves, and contributed significantly to chronic underdevelopment throughout the developing world. Adas's far-reaching and provocative book will be compelling reading for all who are concerned about the history of Western imperialism and its legacies. First published to wide acclaim in 1989, Machines as the Measure of Men is now available in a new edition that features a preface by the author that discusses how subsequent developments in gender and race studies, as well as global technology and politics, enter into conversation with his original arguments."
609,463613,Those Inventive Americans,A collection of biographical sketches of inventors including the famous and the not so famous.
609,468119,53 1/2 Things That Changed the World and Some That Didn't!,"Describes the history of some of the most influential and familiar inventions such as the printing press, radio, and television, as well as some of the world's great inventing disasters."
609,472745,The Shadow Children,"While spending the summer on his grandfather's farm in the French countryside, eleven-year-old Etienne discovers a secret dating back to World War II and encounters the ghosts of Jewish children who suffered a dreadful fate under the Nazis."
609,5018220,Canadian Inventors (Scholastic Canada Biographies),"Five fascinating biographies of some of the most famous Canadian inventors who ever lived. Includes information on the life and inventions of Alexander Graham Bell and the telephone, Joseph-Armand Bomabardier and the snowmobile, James Naismith and the game of basketball, Rachel Zimmerman and the Blisssymbol Printer, and Mike Lazaridis, creator and manufacturer of the BlackBerry wireless handheld device."
609,5176145,"The Power Makers: Steam, Electricity, and the Men Who Invented Modern America","The dramatic story of the power revolution that turned America from an agrarian society into a technological superpower, and the dynamic, fiercelynbsp; competitive inventors and entrepreneurs who made it happena riveting historical saga to rival McCulloughsThe Great Bridgeor LarsonsThunderstruck. Maury Klein, author ofRainbows End: The Crash of 1929, is one of Americas most acclaimed historians of business and industry. InThe Power Makers, he offers an epic narrative of his greatest subject yetthe power revolution that transformed American life in the course of the nineteenth century. The steam engine, the incandescent bulb, the electric motorinventions such as these replaced backbreaking toil with machine labor and changed every aspect of daily life in the span of a few generations. The power revolution is not a tale of machines, however, but of men: inventors such as James Watt, Elihu Thomson, and Nikola Tesla; entrepreneurs such as George Westinghouse; savvy businessmen such as J.P. Morgan, Samuel Insull, and Charles Coffin of General Electric. Striding among them like a colossus is the figure of Thomas Edison, who was creative genius and business visionary at once. With consummate skill, Klein recreates their discoveries, their stunning triumphs and frequent failures, and their unceasing, tumultuous, and ferocious battles in the marketplace. In Kleins hands, their personalities and discoveries leap off the page. The Power Makersis a dazzling saga of inspired invention, dogged persistence, andnbsp; business competition at its most naked and cutthroat tale of America in its most astonishing decades."
609,543280,The Usborne Book of Inventors: From DaVinci to Biro,A look through the ages at the ideas and creations of men and women whose inventions have changed the world.
609,5595456,James May's 20th Century,"Our world has been transformed beyond recognition, particularly in the 20th century, and so were our lives and our aspirations. Throughout James May's Magnificent Machines , James May explores the iconic themes of the past hundred years: flight, space travel, television, mechanized war, medicine, computers, electronic music, skyscrapers, electronic espionage, and much more. But he also reveals the hidden story behind why some inventions like the zeppelin, the hovercraft, or the theremin struggled to make their mark. He examines the tipping points when technologies such as the car or the internet became unstoppable and gets up close to the nuts and bolt of remarkable inventions. Packed with surprising statistics and intriguing facts, this is the ideal book for anyone who wants to know how stuff works and why some stuff didn't make it."
609,586608,"Great Inventions: Geniuses, Gadgets and Gizmos: Innovations in Our Time","From the mighty Saturn V rocket to the humble but oh-so-essential zipper, this is the story of human innovation, divided into chapters that encompass every aspect of life."
609,599115,Girls Think of Everything: Stories of Ingenious Inventions by Women,"Tells the story of how women throughout the ages have responded to situations confronting them in daily life by inventing such items as correction fluid, space helmets, and disposable diapers."
609,625047,The Kid Who Invented the Popsicle: And Other Surprising Stories about Inventions,"Brief factual stories about how various familiar things were invented, many by accident, from animal crackers to the zipper."
609,630292,What A Great Idea! Inventions That Changed The World,"Profiles forty-five historic and prehistoric inventions, explaining how they work and describing their origins and impact. Includes such developments as the hand ax, the axle, writing, money, the clock, anesthesia, and the nuclear reactor."
609,63342,"Nuts and Bolts of the Past: A History of American Technology, 1776-1860",A historical examination of inventors and inventions and their effects on the American home.
609,6453727,The Story of Inventions,"Everyday things like toasters, chocolate bars, and cars are only here because someone bothered to invent them. Learn about these, and other brilliant ideas, from ancient inventions like the wheel, to the high-tech gadgets of the modern world."
609,698262,The Most Amazing Pop-up Science Book,"This is an introduction to popular science. It explains science applications and demonstrates them using pop-ups which are actual working models - a record which plays, a microscope which focuses, a periscope, a kaleidoscope, a camera obsura, a compass and a sundial."
609,700197,Invention (Eyewitness Books),"Photographs and text explore such inventions as the wheel, gears, levers, clocks, telephones, and rocket engines."
609,70493,Somebody Somewhere: Breaking Free from the World of Autism,"In her first book, Nobody Nowhere, Donna Williams gave readers an incredible and unprecedented guided tour of the world of autism - a mysterious and little-understood condition. From her earliest years, Donna's world was dominated by disembodied patterns, sound, color, and movement. Cut off from her emotions and unable to make any true connections with other people, Donna lived largely in isolation, avoiding the incomprehensible actions of others yet yearning to be normal. After she endured twenty-five years of imprisonment, a diagnosis of autism enabled her to take the first steps toward freedom, to begin the arduous trek from her ""world under glass"" to the real world. Somebody Somewhere chronicles the four years since Donna's diagnosis and continues the journey she began in Nobody Nowhere. Certain that she can no longer survive by straddling two opposing worlds, Donna vows to abandon entirely the comforting isolation of her universe of one. The decision has brought both agonies and rewards. She describes her trial by fire as she abandons the two alternate identities she used to hide behind, Carol and Willie, and goes forth nakedly as Donna alone. She recounts her intensive sessions with her therapist, where she learns devastating truths behind her misconceptions of the real world. She overcomes the prejudice of teachers and classmates in her quest to obtain a degree in education and recounts her breakthrough working with autistic children. She comes to terms with the unwelcome - and for someone with autism, the particularly horrifying - demands of instant celebrity when her first book becomes an international bestseller. She describes the pain and joy of recognizing for the first time her own emotions. She learns to own her self and to love the person she discovers in the mirror. Most poignantly of all, she learns she can at last reach out to others for friendship and finds the pleasure of a ""specialship"" with a kindred soul. Once again, Donna Williams proves herself a gifted gatekeeper, that rare individual who can illuminate a shadow world that continues to be deeply misunderstood, who can shatter the myths of autism and rise above its greatest challenges. Donna's journey is far from over, but readers will cheer her tenacity, eloquence, and courage. Somebody Somewhere, lit by Donna Williams's fierce intelligence, sense of humor, and strong message of hope, will inspire and astonish as it informs."
609,715821,Out of the Dark,"Life for Linda Caine should hold no fears. As a contented wife and mother, she should have everything to live for. Yet a blackness has started to leak into her thoughts. Images flash through her head leaving her stunned and breathless. On the face of it there is no rational explanation for the way she feels. Linda believes there is something malign inside her. But in the back of her mind a voice tells her over and over again that everything will be OK. When it finally gets too much, she can always simply die. 'How shall I die if that time comes? I need to know these things. They have to be planned.' It must look like an accident. She will deliberately drive off the road on her way home from her weekly shopping trip. After all, who commits suicide with a load of groceries in their car? The raw and powerful journey Linda takes with her psychotherapist Robin Royston to discover what lies at the heart of her deptression will leave you shocked. The secrets in her African childhood and adolescence are buried so deep that to reveal them may destroy her completely. Together Linda and Robin race to unravel the clues, before it is too late. OUT OF THE DARK is Linda Caine's remarkable and uplifting story from the agonies of mental breakdown to the painful piecing together of the past that was vital for her survival. Both her courage and Robin's persistence during the process show the power of the human spirit at its most indomitable and inspiring."
609,7504806,Amazing Inventions (Think Factory),"A discussion of various inventions and the ways they have benefitted people, including antibiotics, cell phones, lasers, fiber optics, computers, and gene splicing."
609,759016,Now & Ben: The Modern Inventions of Benjamin Franklin,"Presents an introduction to the inventions of Benjamin Franklin, one of the nation's most beloved figures, credited with introducing bifocals, daylight savings time, lightning rods, and the establishment of post offices."
609,8276203,Neo Leo: The Ageless Ideas of Leonardo da Vinci,"Cleverly shows how Leonardo's ideas foreshadowed modern inventions. At once an artist, inventor, engineer, and scientist, Leonardo da Vinci wrote and drew detailed descriptions of what would later become hang gliders, automobiles, robots, and much more."
609,827954,Hooray For Inventors!,Learn about inventors and their amazing inventions.
609,8612511,1001 Inventions That Changed the World,"Presents a review of technological innovations and inventions, from the ancient world to the present day."
609,875414,The Picture History of Great Inventors,"An illustrated introduction to sixty major inventors, from the unknown inventor of the wheel to today's developers of virtual reality."
609,904816,Inventors,"Draws upon photographs, illustrations, and other resources of the Library of Congress to present information on some of the great inventions of history, such as the airplane and telephone, and discusses how they led the way to new industries and discoveries."
609,91075,Connections,"Explores the accidents of time, place, and circumstance that culminated in the century's technological achievements: the computer, the telephone, the production line, the airplane, the atomic bomb, the guided rocket, plastics, and television."
609,92519,Mechanization Takes Command: A Contribution to Anonymous History,"First published in 1948, Mechanization Takes Command is an examination of mechanization and its effects on everyday life. A monumental figure in the field of architectural history, Sigfried Giedion traces the evolution and resulting philosophical implications of such disparate innovations as the slaughterhouse, the Yale lock, the assembly line, tractors, ovens, and ""comfort""as defined by advancements in furniture design. A groundbreaking text when originally published, Giedion's pioneering work remains an important contribution to architecture, philosophy, and technology studies."
609,92598,Technics and Civilization,"Technics and Civilization first presented its compelling history of the machine and critical study of its effects on civilization in 1934--before television, the personal computer, and the Internet even appeared on our periphery. Drawing upon art, science, philosophy, and the history of culture, Lewis Mumford explained the origin of the machine age and traced its social results, asserting that the development of modern technology had its roots in the Middle Ages rather than the Industrial Revolution. Mumford sagely argued that it was the moral, economic, and political choices we made, not the machines that we used, that determined our then industrially driven economy. Equal parts powerful history and polemic criticism, Technics and Civilization was the first comprehensive attempt in English to portray the development of the machine age over the last thousand years--and to predict the pull the technological still holds over us today. "" The questions posed in the first paragraph of Technics and Civilization still deserve our attention, nearly three quarters of a century after they were written.""-- Journal of Technology and Culture"
609,942621,Brainstorm!: The Stories of Twenty American Kid Inventors,"Reveals some of the amazing inventions of the past and present that have come from young Americans, ages eight to nineteen."
609,969757,The Foreign Student,"A #1 bestseller in France, this is a nostalgic portrait of a French scholarship student's discovery of America during the academic year of 1954-1955. I wanted to fit in. I wanted to be American, like any ordinary student, because I figured that was my only chance to survive the immense loneliness looming ahead of me. I was elated to be there, in that remote Virginia alley, on that college campus. I was elated because back there, far away in France, my brothers would never experience this. And the school friends I left behind--they too were missing out on this tremendous adventure. Soon the young freshman becomes seduced by American culture and the popular icons of the mid-fifties: Jack Kerouac, Elvis Presley, James Dean, Fats Domino . . . a green Buick convertible, drive-in movies, and pretty Grace Kelly lookalikes in tight cardigans. Praise for The Foreign Student ""One of those books that is beyond criticism . . . a vivid portrait of life, American style.""-- L'Express ""A love affair with America . . . told with precision, clarity, and warmth.""-- France-Soir ""A Sentimental Education of the American South.""-- Lu ""A grand risk, successfully realized . . . F. Scott Fitzgerald, French style. A splendid novel about a fragile, fugitive era.""-- Magazine Litteraire ""The freshness of a first novel combined with nuanced reporting.""-- Le Monde"
609,983504,Made to Break: Technology and Obsolescence in America,"Made to Break is a history of twentieth-century technology as seen through the prism of obsolescence. Giles Slade explains how disposability was a necessary condition for America's rejection of tradition and our acceptance of change and impermanence. This book gives us a detailed and harrowing picture of how, by choosing to support ever-shorter product lives, we may well be shortening the future of our way of life as well."
611,1004076,I Can Move (I'm Alive),Explains how our bones and muscles help our body move.
611,1005564,Inside Your Busy Body (All Aboard Books),"A simple introduction to what is going on inside your body, such as what keeps you standing, what helps you move around, and what happens to your food after you swallow."
611,10116335,Drawing the Map of Life: Inside the Human Genome Project (A Merloyd Lawrence Book),"Chronicles the race to map the human genome, noting the impact of skeptics in the 1970s and 1980s, the breakthroughs of the 1990s, and the political maelstrom that ensued in the face of corporate involvement and the fight for credit."
611,1015893,Structure of the Human Brain: A Photographic Atlas,"""The most complete and most profusely illustrated human brain atlas currently available. The atlas contains not only a basic core of information concerning the gross and sectional anatomy of the brain, but also material on the cytoarchitectural and vascular organization of the brain....The index is extensive and very usable."" --Contemporary Psychology"
611,10166752,Exploring Creation with Human Anatomy and Physiology (Young Explorer Series),Elementary level study of anatomy and physiology written from a Christian perspective.
611,10194426,Gray's Anatomy for Students Flash Cards: with STUDENT CONSULT Online Access,"Based on the phenomenal artwork found in the 4th edition of Gray's Anatomy for Students, this set of over 400 flashcards is the perfect review companion to help you test your anatomical knowledge for course exams or the USMLE Step 1. It's portable, concise, and simply the best way to study anatomy. Study efficiently while being confident in your mastery of the most important anatomical concepts! Flashcards have been thoroughly revised to reflect the updates made to the companion text, Gray's Anatomy for Students, 4th Edition. Understand the clinical relevance of your anatomical knowledge with clinical imaging cards. Conveniently access all of the need-to-know anatomy information! Each card presents beautiful 4-color artwork or a radiologic image of a particular structure/area of the body, with numbered leader lines indicating anatomical structures; labels to the structures are listed by number on the reverse, in addition to relevant functions, clinical correlations, and more. Fully grasp the practical applications of anatomy with ""In the Clinic"" discussions on most cards, which relate structures to corresponding clinical disorders; a page reference to the companion textbook (Gray's Anatomy for Students, 4th Edition) facilitates access to further information. Access a clear, visual review of key concepts with wiring diagrams that detail the innervation of nerves to organs and other body parts, as well as muscle cards covering functions and attachments. Enhanced eBook version included with purchase. Your enhanced eBook allows you to access all of the text, figures, and references from the book on a variety of devices."
611,1031276,Human Bones: A Scientific and Pictorial Investigation,"""Human Bones combines a discussion of the function and design of human bones with color photographs. R. McNeill Alexander, the world's foremost authority on biomechanics, takes the reader on a tour of the human skeleton, investigating and celebrating the human body's 213 bones."" ""Alexander explores the nature of human bones as well as their relationship with other parts of the body in this informative book. Beginning by reminding readers that bones are living organs - they grow, suffer damage, and repair themselves just like other organs - Alexander elucidates the form and function of the myriad bones in the skull, the arms and legs, and the torso.""--Jacket."
611,10391541,Here Is a Human Being: At the Dawn of Personal Genomics,"""Misha Angrist, who has a PhD in genetics and an MFA, brings us the first, inside story of the Personal Genome Project, its larger-than-life research subjects, as well as the political, social, and ethical issues that emerged throughout the study""--"
611,1040786,The Amazing Pull-out Pop-up Body in a Book (DK Amazing Pop-Up Books),"Provides information about the organs, muscles, bones, and other parts of the human body. Includes fold-out spreads, flaps, and a paper sculpture of a skeleton that unfolds to a height of five feet."
611,10409329,"Oral Anatomy, Histology and Embryology","Designed to help both students and qualified practitioners test and improve their clinical skills. The book contains questions on the topic of oral anatomy, embryology and histology. For each question the reader is required to give a diagnosis and recommendation for treatment."
611,10422024,Yoga Mat Companion 1: Anatomy for Vinyasa Flow and Standing Poses,"The Mat Companion series is designed to assist you in understanding the functional anatomy of yoga. Although all yoga poses are interrelated, for learning purposes we have subdivided them into categories according to their general form. This first book of the series shows how to combine Western scientific knowedge with the practice of Vinyasa Flow and the standing poses. In Vinyasa we repeat a foundational series of postures that encircle individual asanas from the other pose categories. This vigorous and aerobic practice combines breathing and body movement to produce heat, warming up the muscles, tendons, and ligaments and generating a detoxifying sweat. Practicing Vinyasa in a heated room enhances these effects. In the first part of this book, we discuss the practical application of Western science to Vinyasa Flow. Following the Vinyasa portion of the book are the standing poses. Learning Hatha Yoga begins with these fundamental postures, which stretch and strengthen the muscles of the lower extremities and open the hips and pelvis. As a result of this practice, activities of daily living, such as standing and walking, feel comfortable and easy. Working the muscles and joints of the lower extremities also stimulates the nerve centers that supply this region, increasing electrical activity in the lumbosacral plexus. This increased electrical activity in turn illuminates the first and second chakras of the subtle body, aiding to remove energetic blockages that develop throughout our lifetime. It is this combination of biomechanical, physiological, and energetic processes that differentiate yoga from other forms of physical activity."
611,10443431,3D Thrillers! Human Body,Part of a series of books with 3-D glasses
611,104449,The Concise Gray's Anatomy,"In this, the sixteenth edition of the book originally published as The Pocket Anatomist by the distinguished American gynaecologist C.H. Leonard, are to be found the essential elements of the magisterial 1200-page Gray's Anatomy, but available in a concise and useable form. In clear reset text and using the original illustrations from Gray's Anatomy, the classic genius of the original work is distilled and presented as 'a Dissecting room Companion'.As Dr. Leonard himself wrote of this book, 'the larger portion of the work is simply 'Gray' condensed and transposed', while he also acknowledged his debt to Brown's Aid to Anatomy and Bryant's System of Surgery.This edition also contains a new foreword by The Lord Rea MD, MRCGP."
611,1053984,Hands,"Intended for all readers--including magicians, detectives, musicians, orthopedic surgeons, and anthropologists--this book offers a thorough account of that most intriguing and most human of appendages: the hand. In this illustrated work, John Napier explores a wide range of absorbing subjects such as fingerprints, handedness, gestures, fossil remains, and the making and using of tools."
611,10558602,"My Beautiful Genome: Exposing Our Genetic Future, One Quirk at a Time","Uses the author's probe into her own genes to explore questions and concerns about personalized genomics, including the accuracy of the forecasts made from the results and how much the environment can affect the body and mind."
611,10601986,Bones (Body Basics),"Provides an introduction to the bones in the human body, with pages that increase in size as information is presented and with pull-out pages that take a closer look at the skeleton from front to back. Each page increases in size as the reader learns about the bones of the human body from the outside in, from the skull to the toes."
611,1068777,A Textbook of Histology,"This is a reference text to which teachers, graduate students, and biomedical investigators can turn for information. In molecular biology, much of the research is done on cell fractions or on cell lines that can be cultivated in vitro. While much is being learned, the assumption that cells function in the controlled environment of the culture vessel in exactly the same way that they do in the intact organism is questionable. Bloom and Fawcett serves as a valuable repository of information needed by molecular biologists when they attempt to apply their skills to the heterogeneous associations of interacting cells that make up the tissues and organs of the body."
611,10704854,Charlie Brown's 'Cyclopedia 1: Your Amazing Body from Your Nose to Your Toes,"HAVE YOU EVER WONDERED HOW MANY BONES THERE ARE IN YOUR BODY, OR WHY YOU SNEEZE, OR WHAT MAKES YOUR FOOT ""GO TO SLEEP""? CHARLIE BROWN AND THE REST OF THE PEANUTS GANG ARE HERE TO HELP YOU FIND THE ANSWERS TO THESE QUESTIONS AND MANY MORE ABOUT YOUR BODY."
611,107074,"Body of Knowledge: One Semester of Gross Anatomy, the Gateway to Becoming a Doctor","The author, a journalist and teacher, follows four students through their gross anatomy class and examines, with them, the decision of Tom Lewis to donate his body to science."
611,107328,First Cut: A Season in the Human Anatomy Lab,"With humor, compassion, and wisdom, Howard Carter recounts the semester he spent watching first-year medical students in a human anatomy lab. From the tentative early incisions of the back, the symbolic weight of extracting the heart, and by the end, the curious mappings of the brain, we embark on a path that is at once frightening, awesome, and finally redemptive."
611,10755449,The Lady Anatomist: The Life and Work of Anna Morandi Manzolini,"Anna Morandi Manzolini (1714-74), a woman artist and scientist, surmounted meager origins and limited formal education to become one of the most acclaimed anatomical sculptors of the Enlightenment. The Lady Anatomist tells the story of her arresting life and times, in light of the intertwined histories of science, gender, and art that complicated her rise to fame in the eighteenth century. Examining the details of Morandi's remarkable life, Rebecca Messbarger traces her intellectual trajectory from provincial artist to internationally renowned anatomical wax modeler for the University of Bologna's famous medical school. Placing Morandi's work within its cultural and historical context, as well as in line with the Italian tradition of anatomical studies and design, Messbarger uncovers the messages contained within Morandi's wax inscriptions, part complex theories of the body and part poetry. Widely appealing to those with an interest in the tangled histories of art and the body, and including lavish, full-color reproductions of Morandi's work, The Lady Anatomist is a sophisticated biography of a true visionary."
611,1099014,Last's Anatomy: Regional and Applied,"This regional textbook of anatomy is aimed at trainee surgeons and medical students. Throughout it is rich in applied clinical content, knowledge of which is essential for both clinical examination and surgical procedures. Although regional in approach each chapter is structured to clearly explain the structure and function of the component systems. The author brings his continuing experience of teaching anatomy to trainee surgeons to ensure the contents reflects the changing emphasis of anatomical knowledge now required."
611,11014867,The Hand Book: A Scientific Guide to the Handiest Part of Your Body,"Science at your fingertips! People often describe Klutz books as hands-on, but it's never been this literal before. The Hand Book comes with a life-sized skeleton hand. It's an irresistible invitation to find out what goes on under your skin. Assembling the 22 snap-together, custom-moulded bones is rewarding in itself. And when you're done, you've got a scientifically accurate, moveable model on a sturdy display stand, ready to help you discover what makes your own hands so remarkable. Working in collaboration with a team of experts, including a hand surgeon, a hand therapist, and a slew of 11-year-olds, the scientists at Klutz Labs have come up with heaps of intriguing, educational and just plain cool hand activities. Test your digital dexterity and hand-eye coordination. Find out what you can do that a chimpanzee can't. Learn to read the secrets hidden in a hand-fingerprints are just the beginning. Our point is this: Beyond its eye-catching appeal, this skeleton hand is a serious learning tool. And if you happen to leave it someplace where it will scare your sister, that's just a bonus!"
611,1103792,The Human Nervous System: An Anatomic Viewpoint,"For over thirty years The Human Nervous System has offered a concise, well-written text on neuroanatomy for both medical and allied health students. This successful title is organized into four major parts: cellular aspects of the nervous system, regional anatomy of the brain and spinal cord, sensory and motor systems, and blood supply. The Eighth Edition has been simplified to enhance coverage of the essentials and help students learn important facts and definitions. A CD-ROM at the back of the book includes multiple-choice and short-answer questions for review, clinical cases, an expanded glossary, expanded reading lists, and additional illustrations and diagrams."
611,1109387,"We're Different, We're the Same (Sesame Street)","Illustrations and simple rhyming text show that while the body parts of various human and Muppet characters may look different, they have similar uses."
611,11196596,Hair (Weekly Reader: Let's Read about Our Bodies),"An introduction to hair, its characteristics, and how to take care of it."
611,1120605,Skeletons! Skeletons! All About Bones,"Provides information on both human and animal skeletons and their bones. Includes bone-tickling riddles that help identify different skeletons, and special see-through pages that show entire animals, inside and out."
611,11207444,Mouth (Weekly Reader: Let's Read about Our Bodies),"An introduction to the mouth, what it is used for, and how to take care of it."
611,1123539,Grant's Dissector,"The Thirteenth edition of Grant's Dissector restores this renowned anatomy lab manual to its original purpose, which is to serve as a step-by-step manual for dissection procedures. This new edition features a more streamlined approach to cadaver dissection, focusing on more accurate, specific, and clear steps. The overall number of pages and figures has been reduced, reflecting a general trend toward fewer contact hours in the gross anatomy lab."
611,11243846,The Human Genome: Book of Essential Knowledge (Curiosity Guides),"The DNA sequence that comprises the human genome--the genetic blueprint found in each of our cells--is undoubtedly the greatest code ever to be broken. Completed at the dawn of a new millennium, the feat electrified both the scientific community and the general public with its tantalizing promise of new and better treatments for countless diseases, including Alzheimer's, cancer, diabetes, and Parkinson's. Yet what is arguably the most important discovery of our time has also opened a Pandora's box of questions about who we are as humans and how the unique information stored in our genomes can and might be used, making it all the more important for everyone to understand the new science of genomics. In the CURIOSITY GUIDE TO THE HUMAN GENOME, Dr. John Quackenbush, a renowned scientist and professor, conducts a fascinating tour of the history and science behind the Human Genome Project and the technologies that are revolutionizing the practice of medicine today. With a clear and engaging narrative style, he demystifies the fundamental principles of genetics and molecular biology, including the astounding ways in which genes function, alone or together with other genes and the environment, to either sustain life or trigger disease. In addition, Dr. Quackenbush goes beyond medicine to examine how DNA-sequencing technology is changing how we think of ourselves as a species by providing new insights about our earliest ancestors and reconfirming our inextricable link to all life on earth. Finally, he explores the legal and ethical questions surrounding such controversial topics as stem cell research, prenatal testing, forensics, and cloning, making this volume of the Curiosity Guides series an indispensable resource for navigating our brave new genomic world."
611,1127662,Essential Science: The Human Genome (Essential Science Series),"Describes potential uses for the ten-year, multimillion dollar Human Genome Project and its process of gene mapping."
611,11289994,Your Amazing Brain (Smart Words Reader),"""The average human brain is only 3 pounds, but it controls every single thing that humans do. All of your memories, thoughts, emotions, and actions are controlled by your brain. This book describes how your brain and nervous system work together to accomplish all of these amazing tasks with fun facts and up-close photos and illustrations."" --"
611,11346543,Skin (Weekly Reader: Let's Read About Our Bodies),"An introduction to skin, its uses, and how to take care of it."
611,11695924,The Human Body Close-Up,"""The Human Body Close-Up is a unique exploration of what we are and how we work in breathtaking, microscopic detail. Over 300 cutting-edge anatomical images beautifully depict the complexity of our cells, tissues and organs and how our body parts and systems group together to form the most wondrous biological machine on the planet--the human body.""--Jacket."
611,1171906,Picturepedia 7: The Human Body,"Explores the workings of the human body, describing such parts as the skin, blood, and digestive system."
611,1173845,Ultimate Book of Bones,"From terrifying Tyrannosaurus, massive Diplodocus and speedy Gallimimus through to the modern day horse and African elephant, this book looks at the fascinating inside structure of animals, both prehistoric and contemporary."
611,1178288,Look Inside Your Body (A Poke & Look Learning Book),What happens to the food we eat? Why do we have bones andmuscles? What makes boys and girls different? Look inside your body and find out!Look Inside Your Brain
611,11808550,"Arms and Legs, Fingers and Toes (Bobbie Kalman's Leveled Readers: My World)","This entertaining book teaches young readers about the different body parts they use to move and play. Body parts are labeled on the photos showing how elbows, knees, ankles, and fingers bend."
611,11882689,Delavier's Stretching Anatomy,"A guide for increasing flexibility, improving range of motion, toning muscles, and relieving pain and discomfort. Stretches for the shoulders, chest, arms, torso, back, hips, and legs are shown in detail. Over 550 full-color photos and illustrations go inside more than 130 exercises to show how muscles interact with surrounding joints and skeletal structures, and how variations, progressions, and sequencing can affect muscle recruitment, the underlying structures, and ultimately the results. Includes 13 programs for increasing muscle tone, releasing tension and stress, and optimizing training and performance in 13 sports, including running, cycling, basketball, soccer, golf, and track and field.--From publisher description."
611,11882989,The Belly Book,A light-hearted salute to the body's midsection in simple rhymes and colorful drawings.
