DDC,Title,description
392,The Making of Home: The 500-Year Story of How Our Houses Became Our Homes,"""Flanders traces the evolution of the house from the sixteenth to the early twentieth century across northern Europe and America, showing how the homes we know today bear only a faint resemblance to homes throughout history. What turned a house into a home?""--Dust jacket flap."
392,The Elementary Structures of Kinship,"In Les Structures ©l©♭mentaires de la Parent©♭ , the early opus magnum of French Structuralism, L©♭vi-Strauss tries to explain the systems of kinship and marriage in their enormous diversity and their frequently bizarre institutions, by means of a single principle: the exchange. Exchange is perceived to be the manifestation of fundamental structural constants of the human mind which may also be discerned in other subsystems of culture, most obviously in language. This book represents the first great result of the author's life-long research, dedicated to exploring this relationship, which also led him into the fields of the classification-systems of language and of mythology."
392,Uncle Peter's Amazing Chinese Wedding,A Chinese American girl describes the festivities of her uncle's Chinese wedding and the customs behind them.
393,Secrets of the Mummies (DK Readers: Level 4),"Discusses the Egyptian preservation of dead bodies, stories associated with mummies, and mummies from different cultures, including Incan and Sicilian."
393,The Mummies of Ürümchi,"Examines the mummies located in the museums of �rümchi, in Chinese Turkestan, which are from a blond Caucasian group of people dating as much as 4,000 years ago."
393,"The Mummy Congress: Science, Obsession, and the Everlasting Dead","""When science journalist Heather Pringle was dispatched to a remote part of northern Chile to cover a little-known scientific conference, she found herself in the midst of the most passionate gathering of her working life - dozens of mummy experts lodged in a rambling seaside hotel, battling over the implications of their latest discoveries. Infected with their mania, Pringle spent the next year circling the globe, stopping in to visit the leading scientists so she could see firsthand the breathtaking delicacy and unexpected importance of their work."" ""In The Mummy Congress, she recounts the intriguing findings from her travels, bringing to life the hitherto unknown worlds of the long-dead, and revealing what mummies have to tell us about ourselves.""--Jacket."
393,Mummies,"Why were mummies mummified? These mysterious corpses provide a fascinating window on the past of cultures worldwide. Mummies has plenty of ghoulish intrigue to keep young readers reading. This irresistible title provides the solid science behind the myths and guarantees a successful and rewarding reading experience for kids at level 2. Mummies is a compelling combination of fun, facts, jokes and captivating photography. National Geographic supports K-12 educators with ELA Common Core Resources."
393,Mummies and Their Mysteries,"Discusses mummies found around the world, including Peru, Denmark, and the Italian Alps, and explains how studying them provides clues to past ways of life."
393,"Corpses, Coffins, and Crypts: A History of Burial",Documents the burial process throughout the centuries and in different cultures.
393,"Mummies, Myth and Magic in Ancient Egypt","Describes the origins and purpose of mummification, clears up misconceptions about mummies, and looks at recent scientific studies."
393,Night of Stone,"""During the twentieth century, Russia, Ukraine, and other territories of the former Soviet Union experienced more bloodshed and violent death than anywhere else on earth: fifty million dead, in an epic of destruction that encompassed war, revolution, famine, epidemic, and political purges. How did Russians cope with loss on such a scale and how does such a society mourn? In Night of Stone, Catherine Merridale asks Russians the most difficult questions about how their country's volatile past has affected their everyday lives, their aspirations, dreams, and nightmares. The result is a highly original and revealing history of modern Russia."" ""Above all, this is a history of silence. Untold millions were forbidden to mourn their loved ones, or knew the danger of expressing public sorrow for enemies of the people or vanished victims of the purges.""--Jacket."
393,"Death, Dissection and the Destitute","In the early nineteenth century, body snatching was rife because the only corpses available for medical study were those of hanged murderers. With the Anatomy Act of 1832, however, the bodies of those who died destitute in workhouses were appropriated for dissection. At a time when such a procedure was regarded with fear and revulsion, the Anatomy Act effectively rendered dissection a punishment for poverty. Providing both historical and contemporary insights, Death, Dissection, and the Destitute opens rich new prospects in history and history of science. The new afterword draws important parallels between social and medical history and contemporary concerns regarding organs for transplant and human tissue for research."
393,The Victorian Book of the Dead,"""Christ Woodyard ... digs through long-buried newspapers and journals for this fascinating look at the 19th century obsession with the culture of death.""--Back cover note."
394,The Little Old Lady Who Was Not Afraid of Anything,"A little old lady who is not afraid of anything must deal with a pumpkin head, a tall black hat, and other spooky objects that follow her through the dark woods trying to scare her."
394,The Book of Tea,"Cooking & Food. New Age. Philosophy. Nonfiction. HTML: The Book of Tea discusses the impact of ""Teaism"" on all aspects of Japanese culture and life. Kakuzo elaborates on the relationship between tea ceremony and Zen and Taoism. He also talks about the tea masters and their contribution to the tea ceremony. Kakuzo spoke English from an early age, and so was able to make his writings accessible to the Western mind. ."
394,"Merry Christmas, Amelia Bedelia","As Amelia Bedelia helps Mrs. Rogers prepare for Christmas, she bakes a date cake with a calendar in it and stuffs the children's stockings with turkey stuffing."
394,Arthur's Thanksgiving,"Arthur finds his role as director of the Thanksgiving play a difficult one, especially since no one will agree to play the turkey."
394,Clifford's Thanksgiving Visit,"A big red dog starts out early Thanksgiving morning to spend the day with his mother, little suspecting the difficulties he will have in reaching her."
394,Arthur's Halloween,"Arthur finds everything about Halloween scary, including his little sister's costume, his morning snack, and the big house on the corner."
394,Four Valentines in a Rainstorm,"On the day it rains hearts, Cornelia Augusta makes Valentine cards for four of her friends."
395,Talk to the Hand,An evaluation of the way discourteous behavior has become commonplace and even applauded in today's society is a humorous call to arms that challenges ill manners and the practices that support them.
395,Sadie and the Snowman,"Sadie made a really good snowman and she found a way to make him last for a long, long time."
395,George Washington's Rules of Civility and Decent Behavior in Company and Conversation,"Copied out by hand as a young man aspiring to the status of Gentleman, George Washington's 110 rules were based on a set of rules composed by French Jesuits in 1595. The first English edition of these rules was available in Francis Hawkins' Youths Behavior, or Decency in Conversation Amongst Men, which appeared in 1640, and it is from work that Washington seems to have copied. The rules as Washington wrote them out are a simplified version of this text. However much he may have simplified them, these precepts had a strong influence on Washington, who aimed to always live by them. The rules focus on self-respect and respect for others through details of etiquette. The rules offer pointers on such issues as how to dress, walk, eat in public, and address one's superiors."
395,"The Rituals of Dinner: The Origins, Evolution, Eccentricities, and Meaning of Table Manners","""The book progresses like a feast. Read it, because you'll never look at a table knife the same way again."" -The New York Times Book Review This award-winning work by Margaret Visser is a wry and remarkable exploration of the way we eat. Solidifying her standing as a preeminent observer and scholar of everyday life, Visser takes on the sweeping history of table manners, from the civilizations of ancient Greece and medieval Europe to the ancient Ainu people of Japan and the cannibalism of the South Pacific. She writes of the development of mealtime manners across societies, the surprising origins of tableware, and the many cultural idiosyncrasies that surround the preparation and consumption of food. Blending folklore, sociology, history, and humor,�The Rituals of Dinner is a feast of beguiling fact and observation on the origins and evolution of one of our most primal rituals: the meal."
395,Please Say Please! Penguin's Guide to Manners,Penguin teaches his animal friends how to behave when they are invited for dinner.
395,Etiquette,"Reference. Self-Improvement. Nonfiction. HTML: The original guide to good manners explains why ""nothing is less important than which fork you use."" Etiquette is the science of living. It embraces everything. It is ethics. It is honor. A popular phenomenon when it was first published in 1922, Emily Post's Etiquette quickly established her as the undisputed authority on considerate behavior. Her books, syndicated column, and radio program soon made the phrase ""according to Emily Post"" part of the American lexicon. Though updated editions have appeared over the years, the original text is both a fascinating window into American high society at the dawn of the Roaring Twenties and a timeless testament to the value of social grace. Covering a broad range of topics, Etiquette includes chapters on ""Tea and Other Afternoon Parties,"" ""Balls and Dances,"" ""Etiquette in Business and Politics,"" and ""Travelling at Home and Abroad."" This edition also includes an introduction by editor Richard Duffy as well as photographic illustrations throughout. This ebook has been professionally proofread to ensure accuracy and readability on all devices. ."
395,Madeline Says Merci: The Always-Be-Polite Book,"Madeline, Miss Clavel, Pepito, and friends introduce basic manners."
395,Being Dead Is No Excuse: The Official Southern Ladies Guide To Hosting the Perfect Funeral,"A hilarious guide to the intricate rituals, customs, and etiquette surrounding death in the South-and a practical collection of recipes for the final send-off. As author Gayden Metcalfe asserts, people in the Delta have a strong sense of community, and being dead is no impediment to belonging to it. Down south, they don't forget you when you've up and died-they may even like you better and visit you more often! But just as there is an appropriate way to live your life in the South, there is an equally essentially tasteful way of departing it-and the funeral is the final social event of your existence so it must be handled flawlessly. Metcalfe portrays this slice of American culture from the manners, customs, and the tomato aspic with mayonnaise that characterize the Delta way of death. Southerners love to swap tales, and Gayden Metcalfe, native of Greenville, MS, founder of the Greenville Arts Council and chairman of the St. James Episcopal Church Bazaar, is steeped in the stories and traditions of this rich region. She reminisces about the prominent family that drank too much and got the munchies the night before the big event-and left not a crumb for the funeral (Naturally some early rising, quick-witted ladies from the church saved the day, so the story demonstrates some solutions to potential entertaining disasters!). Then there was the lady who allocated money to have ""Home on the Range"" sung at the service, and the family that insisted on a portrait of their mother in her casket, only to refuse to pay for it on the grounds that ""Mama looks so sad."" Each chapter ends with an authentic southern recipe that will come in handy if you ""plan to die tastefully"", including Boiled Bourbon Custard; Aunt Hebe's Coconut Cake; Pickled Shrimp; Homemade Mayonnaise; and Homemade Rolls."
395,Choosing Civility: The Twenty-five Rules of Considerate Conduct,"Most people would agree that thoughtful behavior and common decency are in short supply, or simply forgotten in hurried lives of emails, cellphones, and multi-tasking. In Choosing Civility, P. M. Forni identifies the twenty-five rules that are most essential in connecting effectively and happily with others. In clear, witty, and, well...civilized language, Forni covers topics that include: Think Twice Before Asking FavorsGive Constructive CriticismRefrain from Idle ComplaintsRespect Others' OpinionsDon't Shift Responsibility and BlameCare for Your Guests Accept and Give PraiseFinally, Forni provides examples of how to put each rule into practice and so make life-and the lives of others-more enjoyable, companionable, and rewarding.Choosing Civility is a simple, practical, perfectly measured, and quietly magical handbook on the lost art of civility and compassion."
396,Matthew's Dragon,The dragon in Matthew's picture book comes to life and takes him for an amazing nocturnal ride.
396,"Eevan tyttäret : eurooppalaisen naisen, lapsen ja perheen historia",Ehe; Emanzipation; Familie; Frau; Frauenfrage; Geschlechtergeschichte; Gender; Gesellschaft; Gleichberechtigung; Hexe; Kirche; Mann; Menschenrechte; Okkultismus; Sozialgeschichte; Volkskunde
396,Ermita (A Filipino Novel),None
396,"My Brother, My Executioner",None
396,Tree,None
396,Women of Paris,None
396,Dragons (3-D Wild World),Enjoy the experience of view your favorite dragons in 3D .
396,Women of Tropical Africa,"This book is unique in its approach in that each chapter covers women in their everyday lives and the problems, which concern them. Until now, ethnographic research has almost always been carried out with the help of the male population and as a result the picture that has emerged has been largely the image, which the men, and the men alone, have of their society. Originally published in 1963."
396,What Can a Woman Do?,"Noting that 50 years earlier, only seven industries were open to women, this book details the massive expansion in opportunities for women in both the business and the literary world. This explores through inspirational accounts the careers open to women in all professions from journalism to music to medicine to beekeeping, dressmaking, gardening, engraving, government clerks, home-makers, poets - everything from the law and medicine to stenography and the profession of elocution. Martha Louise Rayne (1836-1911) established the world's first school of journalism in Detroit in 1886. She was born in Halifax, Nova Scotia and began a career in newspapers in the early 1860's. By 1870 she had reached Chicago, freelancing for the Chicago Tribune. In 1870 she became editor of the Chicago Magazine of Fashion, Music and Home Reading. She interviewed Mary Todd Lincoln when she was confined to a mental institution at Batavia, Illinois. Mrs. Lincoln had refused to talk to male reporters and Rayne's published interview with her led to her release. By 1878, Rayne moved to Detroit to work for the Detroit Free Press. Rayne's book is divided into two primary sections. The first, "" Women in the Business World, "" provides detailed introductions to the career opportunities then open to women, as well as biographical sketches of those women in the respective fields and is still one of the most important contemporary sources for this biographical information. Of the authors in the second (the literary) section, some of these authors remain canonical (George Eliot; Letitia E. Landon; Elizabeth Barrett Browning), while others have long since disappeared from college syllabi. As such, the volume isimportant for its contemporary compendium of quite a few now-lost voices, as well as an in"
396,Modern Woman: The Lost Sex,None
396,Women Are Here to Stay: The Durable Sex in Its Infinite Variety Through Half a Century of American Life,None
396,The Elizabethan Woman,None
396,The Years of Grace,None
396,Ace Notes: Tips and Tricks on Existing in an Allo World,"""As an ace or questioning person in an oh-so-allo world, you're probably in desperate need of a cheat sheet. Allow us to introduce your new asexual best friend, an essential resource serving up the life hacks you need to fully embrace the ace. Expect interviews with remarkable aces across the spectrum, advice on navigating different communities, and low-key ways to flaunt your ace identity. Covering everything from coming out, explaining asexuality and understanding different types of attraction, to marriage, relationships, sex, consent, gatekeeping, religion, ace culture and more, this is the ultimate arsenal for whatever the allo world throws at you.""--Publisher marketing."
396,Dreamworks How to Train Your Dragon 2: Time to Race! (4) (Build It),"Based on the sequel to the 2010 How to Train Your Dragon , this action-packed storybook adventure comes with dragons to build and fly. In this storybook, based on the sequel to the Dreamworks 3D computer-animated fantasy action film, How to Train Your Dragon 2 , Hiccup and his friends are ready to race as they meet new dragons and discover new lands. After reading the action-filled pages, kids can build six cardstock dragons that really fly! Choose to fly Toothless, BarfBelch, Hookfang, or a dragon from the new movie!"
396,"Slavery and ""the woman question""; Lucretia Mott&#039;s diary of her visit to Great Britain to attend the World&#039;s Anti-slavery Convention of 1840",None
396,The Great Roman Ladies,None
397,Raggle-Taggle: Adventures with a Fiddle in Hungary and Roumania,None
397,The Gypsies,"THE GYPSIES offers a historical view of the Romany culture containing fascinating anecdotes by the author in the year 1882. Leland lends a poetic voice to his story telling in this extensive collection. He is a proven Master of Folklore.The tales are based on his own interactions and observations with Gypsies in Russia, England and an assortment of other locations. He lists name origins as well as traits, songs, translated stories and a host of other information of interest to those who want to expand their knowledge of Gypsies.This book is written in old English therefore it was decided that in order to better read it, a simple, larger font was utilised (Bookman Old Style 14)."
397,"Don Gypsy: Adventures with a Fiddle in Barbary, Andalusia and La Mancha",None
397,"Bugtong, Bugtong : Filipino Riddles","A collection of the most popular Filipino riddles, including themes on parts of the body, fruits and plants, toys and objects, and animals."
397,Angola : cultural and natural heritage,None
397,A CONQUISTA DA AM&Eacute;RICA LATINA VISTA PELOS IND&Iacute;GENAS,None
397,TAGU-TAGUAN (A Counting Book in Filipino (Kuwento at guhit ni Jomike Tejido)),None
397,"Unequal schools, unequal chances : the challenges to equal opportunity in the Americas",significance of their findings for the educational chances of poor children.
397,Ang mag-anak na Cruz: Katha na pumapaksa sa pagpapahalagang Pilipino,None
397,Ang Bagong Tipan ng Magandang Balita Biblia (Ang Bagong Tipan ng Magandang Balita Biblia at Mga Awit),None
397,In Sara's Tents,None
397,"Indigenous Kinship, Colonial Texts, and the Contested Space of Early New England (Native Americans of the Northeast)","""New England history often treats Indigenous people as minor or secondary actors within the larger colonial story. Focusing on those Native Americans who were sachems, or leaders, in local tribes when Europeans began arriving, Marie Balsley Taylor reframes stories of Indigenous and British interactions and illuminates the vital role that Indigenous kinship and diplomacy played in shaping the textual production of English colonial settlers in New England from the 1630s until King Philip's War. Taylor argues that genres like the conversion narrative, the post-sermon question and answer session, and scientific treatise-despite being written in English for European audiences-were jointly created by Indigenous sachems and settlers to facilitate interaction within the contested space of colonial New England. Analyzing the writings of Thomas Shepard, John Eliot, John Winthrop Jr., and Daniel Gookin and the relationships these English Protestants formed with Indigenous leaders like Wequash, Cutshamekin, Cassacinamon, and Waban, this innovative study offers a new approach to early American literature- indicating that Native thought and culture played a profound role in shaping the words and deeds of colonial writers""--"
397,Argumentation and Debate,"""Chickens in the Bus"" is a sequel to ""Africans and Americans: Embracing Cultural Differences."" With additional insights into issues this book addresses new topics, such as child raising and the cultural dimension of business between Africans and Americans."
397,Noli Me Tangere Comics,"Classic Literature. Juvenile Fiction. Juvenile Literature. HTML: Noli Me Tangere follows the story of Crisostomo Ibarra as he tries to bring progress to his nation and its people. But instead, he was accused of being a filibuster and ends up losing not only the love of his life, Maria Clara, but also his freedom. ."
397,Hamza Learns About Religions,None
397,Dissertation on the Gipsies,None
397,A Romany Life,"Originally published early 1900's. The story of Gipsy Petulengro's early life in his own words. The illustrated contents deal with Romany Ways - Poaching - Horse Secrets - Making Caravans - Romany Fights - The English Romany - Romance - Gypsy Magic - Romany Cures - Music - Romany Ways with Dogs - Romany Charms etc. etc. Many of the earliest gypsy books, particularly those dating back to the 1900s and before, are now extremely scarce and increasingly expensive. Home Farm Books are republishing many of these classic works in affordable, high quality, modern editions, using the original text and artwork."
397,A Child's Gift,None
397,Ang Kalibutan Unahan sa Imong Tugkaran (The World in Front of Your Door),None
398,Five Little Monkeys Jumping on the Bed,A counting book in which one by one the little monkeys jump on the bed only to fall off and bump their heads.
398,Le Morte d'Arthur,"Of all the legends of Western civilisation, perhaps the glorious adventures of King Arthur and the Knights of the Round Table are the best known. The Quest for the Holy Grail, and the undying illicit love between Sir Launcelot and Queen Guenever, have provided inspiration for storytellers and poets down the ages, and sparked so many films and books of our own time. 15th-century knight Sir Thomas Malory penned the book with relish, packing his story with tales of heroism, treachery and revenge, noble suitors, beautiful princesses, dragons, sorcerers, giants and bloody deeds of derring-do on and off the jousting field."
398,Strega Nona,"When Strega Nona leaves him alone with her magic pasta pot, Big Anthony is determined to show the townspeople how it works."
398,Call It Courage,"Based on a Polynesian legend, this is the story of a youth who overcomes his fear of the sea and proves his courage to himself and his tribe."
398,Beauty: A Retelling of the Story of Beauty and the Beast,Kind Beauty grows to love the Beast at whose castle she is compelled to stay and through her love releases him from the spell which had turned him from a handsome prince into an ugly beast.
398,Why Mosquitoes Buzz in People's Ears,Reveals the meaning of the mosquito's buzz.
398,The Legend of the Indian Paintbrush,"Little Gopher follows his destiny, as revealed in a Dream-Vision, of becoming an artist for his people and eventually is able to bring the colors of the sunset down to the earth."
398,Mythos: The Greek Myths Retold,"Here are the thrills, grandeur, and unabashed fun of the Greek myths, stylishly retold by Stephen Fry. The legendary writer, actor, and comedian breathes life into ancient tales, from Pandora's box to Prometheus's fire, and transforms the adventures of Zeus and the Olympians into emotionally resonant and deeply funny stories, without losing any of their original wonder. Classical artwork inspired by the myths and learned notes from the author offer rich cultural context."
398,Lon Po Po: A Red-Riding Hood Story from China,Three sisters staying home alone are endangered by a hungry wolf who is disguised as their grandmother.
398,Stone Soup: An Old Tale,"When three hungry soldiers come to a town where all the food has been hidden, they set out to make soup of water and stones, and all the town enjoys a feast."
399,Weapons: A Pictorial History,"Describes in text and pictures weapons used through the ages, from the stones of prehistoric man to the bombs of modern times."
399,The Way of the Warrior (American Indians),"History, customs, mythology, and lore of the continent's first inhabitants are inter-woven in this rich new look at our Native American heritage. Lavishly illustrated with full-color photographs, paintings, drawings, and artifacts."
399,"Medieval Costume, Armour and Weapons","Accompanied by a scrupulously researched and well-documented text, over 400 royalty-free illustrations trace the evolution of clothing styles, armor, and weapons during the medieval period in Central Europe -- from simple tunics and robes of peasants to the battle equipment and armor of warriors and the fur-lined cloaks and brocaded garments of the aristocracy."
399,"American Socket Bayonets, 1717-1873",None
399,Armor,"Moving westward from Assyrians, first to make weapons and armor of iron, this account traces evolution of armor and resulting changes in warfare."
399,Hastrman : zelen&yacute; rom&aacute;n,None
399,"A Mohave War Reminiscence, 1854-1880","Based on the firsthand testimony of an elderly Mohave, this study examines intertribal conflicts as well as the effects on Mohave aggression from outside influences -- in particular, the encroachment of Spanish culture, the relentless westward expansion by the US government, and the access to modern weapons. Extensive footnotes. 10 plates. 3 fold-out maps."
399,Warriors' Weapons,None
399,The Art of War (Tribal Art),None
399,Ritual and Symbol in Peacebuilding,"Conflict is dramatic. In theater, literature, story telling, and news reporting, it is a powerful mechanism that draws attention, heightens the senses and evokes emotion. Schirch argues that peacebuilding has the potential to do just the same. Examples of peacebuilding often center on the serious, rational negotiations and formal problem-solving efforts in conflict situations. Schirch argues, though, that what truly bonds adversaries and helps achieve peace are the symbolic, non-verbal ritual acts ?shaking hands, sharing a meal, showing a photograph of a loved one. Yet these are often overlooked as deliberate components of peace negotiations. Ritual and Symbol in Peacebuilding underscores the importance of incorporating symbolic tools, including ritual, into traditional approaches to conflict. Ritual assists in solving complex, deep-rooted conflicts, and helps to confirm and transform worldviews, identities, and relationships. With theories and language to explain the symbolic dimensions of conflict, this text will be useful to scholars and practitioners active in the diverse field of peacebuilding."
399,"Loslassen, was nicht glücklich macht. Der Weg zur inneren Freiheit",None
399,ROM : an Aboriginal ritual of diplomacy,"ROM is a 'ritual of diplomacy', performed to establish or re-establish friendly relations with neighbouring communities by presenting them with elaborately-decorated totemic poles. The entire process of making, binding, and decorating the poles can extend over weeks and involves successive sessions of song and dance with culminate in a presentation ceremony."
399,Shrunken Heads: Tsantsa Trophies and Human Exotica,History of head shrinking as practiced by the Jivaro or Shuar Indians of Ecuador and Peru. Explains the process and cultural reasons behind it.
399,Ich und die anderen: Als Selbst-Entwickler zu gelingenden Beziehungen,None
399,Trennung als Aufbruch,None
399,"Die Kunst, die Eltern zu enttäuschen: Vom Mut zum selbstbestimmten Leben",None
399,The officer&#039;s guide,None
399,Arms & armament : an historical survey of the weapons of the British army,None
399,"Enfants du néant et mangeurs d'âmes : guerre, culture et société en Iroquoisie ancienne",None
400,"Click, Clack, Quackity-Quack (An Alphabetical Adventure)",An assortment of animals gathers for a picnic.
400,The Story of Language,None
400,Oxford Grammar of Classical Greek,"This is the first dedicated grammar of Classical Greek for students for almost a century. It provides exceptional clarity, helpfulness, and ease of use for GCSE and A level students, as well as anyone with an interest in Ancient Greek. Generous help with grammatical terms, pronunciation, anddifficult idioms is provided. Practice exercises, example sentences, and helpful tips throughout make this the perfect study companion."
400,The Languages of the World,"This third edition of Kenneth Katzner's best-selling guide to languages is essential reading for language enthusiasts everywhere. Written with the non-specialist in mind, its user-friendly style and layout, delightful original passages, and exotic scripts, will continue to fascinate the reader. This new edition has been thoroughly revised to include more languages, more countries, and up-to-date data on populations.Features include:*information on nearly 600 languages*individual descriptions of 200 languages, with sample passages and English translations*concise notes on where"
400,The Atoms of Language: The Mind's Hidden Rules of Grammar,"Whether all human languages are fundamentally the same or different has been a subject of debate for ages. This problem has deep philosophical implications: If languages are all the same, it implies a fundamental commonality-and thus the mutual intelligibility-of human thought.We are now on the verge of answering this question. Using a twenty-year-old theory proposed by the world's greatest living linguist, Noam Chomsky, researchers have found that the similarities among languages are more profound than the differences. Languages whose grammars seem completely incompatible may in fact be structurally almost identical, except for a difference in one simple rule. The discovery of these rules and how they may vary promises to yield a linguistic equivalent of the Periodic Table of the Elements: a single framework by which we can understand the fundamental structure of all human language. This is a landmark breakthrough, both within linguistics, which will thereby become a full-fledged science for the first time, and in our understanding of the human mind."
400,Native Tongues,"A list of surprising, thoughtprovoking, fascinating, and useful facts about human speech and the written word."
400,What Language Is: And What It Isn't and What It Could Be!,"""A provocative look at how languages originate, divide, multiply, and work""--P. [2] of jacket."
400,"Mom, You're Fired!","Tina's mother is driving her crazy. It's bad enough when her mother sings opera in the middle of the street--and embarrasses her in front of total strangers. But, the school lunches she packs are the worst...leftover meatloaf and salad in a lunchbox?"
400,"Verbatim: From the bawdy to the sublime, the best writing on language for word lovers, grammar mavens, and armchair linguists","A collection of essays on concept, usage, jargon, wordplay, lexicography, linguistics, blunders, and anything else related to the English language which were featured in ""VERBATIM: The Language Quarterly""."
400,The Principal's on the Roof (Fletcher Mystery),"""The principal of Jill and Gwen's school promised to spend the morning on the roof if the kids read one thousand books during their reading marathon--and they did! Now he's on the roof, and he's going to read an original science fiction story Gwen wrote ..."""
398,The Legend of the Bluebonnet: An Old Tale of Texas,A retelling of the Comanche Indian legend of how a little girl's sacrifice brought the flower called bluebonnet to Texas.
398,The Three Little Wolves and the Big Bad Pig,An altered retelling of the traditional tale about the conflict between pig and wolf--with a surprise ending.
398,King Arthur and His Knights of the Round Table,"A retelling of the story of the boy fated to be the ""true-born King of Britain,"" covering his glorious reign and his tragic, yet triumphant, passing."
398,Goldilocks and the Three Bears,Three bears return home from a walk to find a little girl asleep in baby bear's bed.
398,"Town Mouse, Country Mouse","After trading houses, the country mice and the town mice discover there's no place like home."
398,The Tale of Three Trees,Three trees that dream of greatness are surprised by the way their dreams come true.
398,Stone Soup,"When the little old lady claims she has no food to give him, a hungry young man proceeds to make a soup with a stone and water."
398,Tops and Bottoms,Hare turns his bad luck around by striking a clever deal with the rich and lazy bear down the road.
398,Fairy and Folk Tales of Ireland,"Includes tales of fairies, changelings, ghosts, witches, saints, the devil, giants, kings, queens, and robbers."
398,The Rough-Face Girl,"In this Algonquin Indian version of the Cinderella story, the Rough-Face Girl and her two beautiful but heartless sisters compete for the affections of the Invisible Being."
398,The Little Red Hen,"The little red hen finds none of her lazy friends willing to help her plant, harvest, or grind wheat into flour, but all are eager to eat the cake she makes from it."
398,Joseph Had a Little Overcoat,A very old overcoat is recycled numerous times into a variety of garments.
398,The Book of Imaginary Beings,"The master, writing with sometime collaborator Guerrero, compiled 82 one- and two-page descriptions of everything from ""The Borametz"" (a Chinese ""plant shaped like a lamb, covered with golden fleece"") to ""The Simurgh"" (""an immortal bird that makes its nest in the tree of science"") and ""The Zaratan"" (a particularly cunning whale) in An Anthology of Fantastic Zoology in 1954. He added 34 more (and illustrations) for a 1967 edition, giving it the present title, and it was published in English in 1969. This edition, with fresh translations from Borges's Collected Fictions translator Hurley, and new illustrations from Caldecott-winner Sis, gives the beings new life. They prove the perfect foils for classic Borgesian musings on everything from biblical etymology to the underworld, giving the creatures particularly (and, via Sis, whimsically) vivid and perfectly scaled shape. ""We do not know what the dragon means, just as we do not know the meaning of the universe,"" Borges (1899-1986) and Guerrero write in a preface, and the genius of this book is that it seems to easily contain the latter within it."
398,Ruby the Copycat,"Ruby insists on copying Angela, until her teacher helps her discover her own creative resources."
398,Goldilocks and the Three Bears,"Lost in the woods, a tired and hungry girl finds the house of the three bears where she helps herself to food and goes to sleep."
398,Sneezy the Snowman,"A snowman who finds it dreadfully cold keeps doing things that cause him to melt, while the children who rebuild him each time offer clothing to keep him warm."
398,The Complete Hans Christian Andersen Fairy Tales,More than 156 of the great Dane's best-loved fairy tales.
398,The Little Red Hen,"The little red hen finds none of her lazy friends willing to help her plant, harvest, or grind wheat into flour, but all are eager to eat the bread she makes from it."
398,Hedgie's Surprise,"Hedgie, the hedgehog, helps Henny, the speckled hen, trick the Tomten who has been eating all of Henny's eggs for breakfast."
398,Paul Bunyan,Recounts the life of the extraordinary lumberjack whose unusual size and strength brought him many fantastic adventures.
398,The Empty Pot,"When Ping admits that he is the only child in China unable to grow a flower from the seeds distributed by the Emperor, he is rewarded for his honesty."
398,The Gingerbread Man,A freshly baked gingerbread man escapes when he is taken out of the oven and eludes a number of pursuers until he meets a clever fox.
398,Rumpelstiltskin,A strange little man helps the miller's daughter spin straw into gold for the king on the condition that she will give him her first-born child.
398,Five Little Monkeys Sitting in a Tree,"Five little monkeys sitting in a tree discover, one by one, that it is unwise to tease Mr. Crocodile."
398,The Ugly Duckling [Jerry Pinkney],An ugly duckling spends an unhappy year ostracized by the other animals before he grows into a beautiful swan.
398,Jamie O'Rourke and the Big Potato: An Irish Folktale,"The laziest man in all of Ireland catches a leprechaun, who offers a potato seed instead of a pot of gold for his freedom."
398,The Three Little Pigs,Retells the familiar tale in which one of three brother pigs survives a wolf's attacks by using his head and planning well.
398,Abiyoyo,"Banished from the town for making mischief, a little boy and his father are welcomed back when they find a way to make the dreaded giant Abiyoyo disappear."
398,The Talking Eggs: A Folktale from the American South,"A Southern folktale in which kind Blanche, following the instructions of an old witch, gains riches, while her greedy sister makes fun of the old woman and is duly rewarded."
398,Snow White and the Seven Dwarfs (Walt Disney's) (Little Golden Book),A princess takes refuge from her wicked stepmother in the cottage of seven dwarfs.
398,Scary Stories Treasury: Three Books to Chill Your Bones,"Traditional and modern-day tales and ""jump"" stories of ghosts, witches, vampires, haunts, superstitions, monsters and horrible scary things."
398,The Three Bears,Three bears return from a walk and find a little girl asleep in baby bear's bed.
398,Five Little Penguins Slipping on the Ice,"A counting book in which one by one the little penguins fall and hurt themselves, to the dismay of their mother and doctor."
398,The Little Red Hen (Makes a Pizza),"In this version of the traditional tale, the duck, the dog, and the cat refuse to help the Little Red Hen make a pizza but do get to participate when the time comes to eat it."
398,Tales of Ancient Egypt,"Retells twenty stories of magic, adventure, and mythology first told in ancient Egypt."
398,Chanticleer and the Fox,A sly fox tries to outwit a proud rooster through the use of flattery.
